"loan_amount","borrower_income","borrower_race","bank_action"
206000,46000,"W","approved"
299000,181000,"W","approved"
208000,92000,"W","approved"
202000,72000,"W","approved"
163000,34000,"W","approved"
520000,175000,"W","approved"
476000,189000,"W","approved"
112000,157000,"W","approved"
203000,65000,"W","approved"
104000,25000,"W","approved"
337000,350000,"W","approved"
147000,34000,"B","approved"
84000,23000,"W","approved"
107000,72000,"W","approved"
120000,62000,"W","approved"
248000,91000,"W","approved"
150000,50000,"W","approved"
175000,201000,"B","approved"
85000,51000,"W","approved"
222000,75000,"W","denied"
150000,87000,"W","approved"
1e+05,67000,"W","approved"
123000,47000,"W","denied"
99000,25000,"B","approved"
60000,49000,"W","approved"
90000,61000,"B","approved"
550000,185000,"W","approved"
166000,62000,"W","approved"
512000,142000,"W","approved"
312000,92000,"W","approved"
182000,105000,"B","approved"
182000,223000,"W","approved"
386000,171000,"W","approved"
261000,67000,"W","denied"
290000,114000,"W","approved"
239000,93000,"W","denied"
240000,82000,"W","denied"
532000,143000,"B","approved"
387000,123000,"W","approved"
5e+05,173000,"W","approved"
417000,177000,"B","denied"
250000,73000,"W","approved"
361000,146000,"B","approved"
263000,106000,"W","approved"
269000,80000,"W","approved"
183000,116000,"W","approved"
385000,115000,"B","approved"
476000,235000,"W","approved"
411000,108000,"B","approved"
364000,122000,"W","approved"
325000,77000,"W","approved"
465000,143000,"O","denied"
143000,105000,"A","approved"
412000,225000,"B","denied"
580000,168000,"W","approved"
280000,98000,"W","approved"
394000,168000,"B","approved"
230000,108000,"W","approved"
504000,173000,"A","approved"
460000,133000,"W","approved"
357000,90000,"W","approved"
368000,110000,"B","denied"
250000,99000,"W","approved"
328000,166000,"W","approved"
351000,220000,"W","approved"
114000,33000,"W","approved"
3e+05,98000,"W","denied"
236000,170000,"W","approved"
420000,255000,"B","approved"
491000,155000,"W","approved"
252000,73000,"W","approved"
148000,113000,"W","approved"
340000,99000,"W","approved"
224000,104000,"W","approved"
348000,111000,"W","approved"
242000,110000,"W","approved"
626000,228000,"W","approved"
166000,121000,"W","approved"
337000,135000,"W","approved"
334000,94000,"W","approved"
315000,240000,"W","approved"
236000,130000,"W","approved"
284000,116000,"W","approved"
318000,83000,"B","approved"
209000,147000,"W","approved"
420000,150000,"W","approved"
359000,233000,"W","approved"
566000,375000,"W","approved"
290000,109000,"W","approved"
127000,76000,"W","approved"
379000,113000,"W","denied"
472000,245000,"W","approved"
288000,113000,"W","approved"
296000,130000,"W","approved"
282000,57000,"W","approved"
452000,157000,"W","approved"
287000,96000,"W","approved"
310000,179000,"W","approved"
260000,85000,"W","approved"
273000,105000,"W","approved"
195000,120000,"B","approved"
6e+05,123000,"W","denied"
3e+05,256000,"W","approved"
417000,269000,"W","approved"
365000,137000,"W","approved"
320000,20000,"W","approved"
159000,47000,"W","approved"
285000,215000,"W","approved"
212000,115000,"W","denied"
395000,157000,"W","approved"
135000,22000,"B","approved"
295000,85000,"B","approved"
351000,84000,"W","denied"
422000,63000,"B","approved"
552000,126000,"W","denied"
250000,919000,"W","approved"
260000,236000,"W","approved"
450000,270000,"W","approved"
2e+05,150000,"W","approved"
208000,92000,"O","approved"
291000,118000,"W","approved"
280000,112000,"W","approved"
342000,114000,"W","approved"
244000,83000,"W","approved"
468000,190000,"W","approved"
617000,170000,"B","approved"
220000,165000,"A","approved"
204000,77000,"B","approved"
242000,104000,"A","approved"
585000,268000,"W","approved"
302000,138000,"W","approved"
103000,34000,"W","approved"
356000,146000,"W","approved"
195000,118000,"W","approved"
179000,58000,"W","denied"
370000,176000,"W","approved"
307000,122000,"W","approved"
626000,296000,"B","approved"
109000,85000,"B","approved"
303000,104000,"W","approved"
348000,79000,"W","approved"
470000,75000,"W","approved"
480000,171000,"W","approved"
337000,141000,"W","approved"
182000,54000,"W","approved"
259000,120000,"B","approved"
262000,114000,"W","denied"
414000,188000,"W","approved"
302000,157000,"B","approved"
518000,204000,"W","approved"
480000,144000,"W","denied"
204000,80000,"W","approved"
204000,79000,"W","approved"
463000,162000,"W","approved"
221000,168000,"W","approved"
264000,99000,"W","approved"
220000,62000,"W","approved"
235000,89000,"W","approved"
641000,460000,"W","denied"
350000,168000,"A","approved"
256000,95000,"W","approved"
120000,171000,"W","approved"
380000,376000,"W","approved"
188000,65000,"W","approved"
290000,92000,"A","approved"
50000,84000,"W","denied"
102000,37000,"W","approved"
298000,202000,"B","approved"
464000,227000,"W","approved"
206000,81000,"W","approved"
295000,153000,"W","approved"
115000,35000,"W","denied"
626000,522000,"B","approved"
174000,44000,"W","approved"
313000,135000,"W","denied"
437000,193000,"B","approved"
287000,93000,"W","approved"
266000,99000,"B","approved"
532000,117000,"W","approved"
309000,107000,"W","approved"
680000,238000,"W","approved"
316000,132000,"W","approved"
134000,73000,"W","approved"
282000,133000,"W","approved"
319000,242000,"W","approved"
329000,153000,"W","approved"
180000,135000,"B","denied"
369000,135000,"W","approved"
273000,112000,"W","approved"
218000,163000,"W","approved"
302000,144000,"W","approved"
164000,70000,"W","denied"
333000,120000,"B","approved"
81000,66000,"W","approved"
164000,75000,"W","approved"
230000,92000,"W","approved"
135000,99000,"W","approved"
189000,120000,"W","approved"
90000,85000,"A","approved"
125000,46000,"W","approved"
437000,113000,"W","approved"
250000,193000,"W","approved"
193000,74000,"W","approved"
5e+05,123000,"W","approved"
417000,156000,"W","approved"
150000,76000,"W","approved"
3e+05,128000,"W","approved"
275000,94000,"W","approved"
330000,147000,"B","approved"
180000,48000,"W","approved"
180000,35000,"W","denied"
312000,228000,"W","approved"
2e+05,58000,"B","approved"
247000,101000,"W","approved"
217000,79000,"W","approved"
247000,183000,"W","approved"
99000,40000,"W","approved"
171000,77000,"B","approved"
6e+05,248000,"W","approved"
388000,172000,"W","approved"
343000,331000,"W","approved"
379000,91000,"A","approved"
2e+05,76000,"W","approved"
308000,130000,"W","approved"
313000,106000,"W","approved"
184000,113000,"W","approved"
368000,168000,"W","denied"
325000,118000,"W","approved"
338000,80000,"W","denied"
172000,62000,"W","approved"
204000,89000,"W","approved"
318000,156000,"W","approved"
321000,122000,"O","denied"
259000,75000,"A","approved"
113000,91000,"W","approved"
160000,125000,"W","approved"
428000,136000,"W","approved"
568000,184000,"W","denied"
329000,117000,"W","approved"
335000,99000,"A","approved"
155000,60000,"W","approved"
117000,52000,"W","approved"
5e+05,264000,"W","approved"
157000,62000,"W","denied"
278000,214000,"O","approved"
114000,64000,"W","approved"
247000,107000,"B","approved"
180000,91000,"W","approved"
278000,336000,"W","approved"
214000,49000,"W","denied"
206000,88000,"O","approved"
209000,117000,"W","approved"
248000,95000,"W","denied"
177000,109000,"W","denied"
262000,139000,"W","approved"
6e+05,80000,"W","denied"
172000,55000,"W","approved"
383000,127000,"W","approved"
261000,81000,"W","approved"
187000,44000,"W","approved"
244000,201000,"A","approved"
350000,163000,"O","approved"
322000,157000,"W","approved"
102000,26000,"W","approved"
205000,71000,"W","approved"
175000,106000,"B","approved"
428000,135000,"W","approved"
181000,46000,"W","approved"
169000,36000,"W","approved"
360000,220000,"W","approved"
316000,285000,"A","approved"
417000,202000,"B","approved"
155000,158000,"A","approved"
178000,56000,"W","approved"
220000,74000,"W","approved"
239000,95000,"W","denied"
450000,263000,"W","denied"
413000,136000,"W","approved"
353000,128000,"W","approved"
230000,68000,"W","approved"
286000,111000,"W","approved"
542000,159000,"W","approved"
135000,240000,"W","approved"
283000,86000,"A","denied"
455000,119000,"B","denied"
392000,143000,"W","approved"
67000,31000,"W","approved"
318000,156000,"W","approved"
223000,80000,"W","approved"
167000,49000,"A","approved"
130000,125000,"W","approved"
337000,201000,"W","approved"
192000,94000,"B","approved"
345000,194000,"W","denied"
317000,131000,"W","approved"
42000,17000,"A","denied"
160000,52000,"W","approved"
285000,80000,"A","approved"
399000,126000,"W","approved"
238000,66000,"W","approved"
321000,175000,"W","approved"
313000,97000,"W","denied"
207000,111000,"B","approved"
224000,70000,"A","approved"
473000,74000,"W","approved"
299000,123000,"W","approved"
166000,51000,"W","denied"
229000,120000,"B","approved"
609000,538000,"W","approved"
244000,106000,"W","approved"
180000,107000,"W","approved"
144000,57000,"B","approved"
282000,231000,"W","approved"
233000,148000,"W","approved"
164000,55000,"W","approved"
128000,38000,"W","approved"
151000,76000,"W","approved"
137000,22000,"W","approved"
35000,22000,"W","approved"
336000,37000,"W","approved"
272000,80000,"W","denied"
122000,62000,"W","approved"
338000,66000,"B","approved"
289000,216000,"B","denied"
272000,48000,"W","approved"
316000,109000,"W","approved"
141000,57000,"A","approved"
319000,154000,"W","approved"
182000,67000,"W","denied"
277000,71000,"W","denied"
272000,69000,"W","approved"
440000,152000,"W","approved"
185000,63000,"W","approved"
228000,60000,"W","denied"
178000,57000,"W","approved"
310000,79000,"W","denied"
310000,59000,"W","approved"
1e+05,37000,"W","approved"
188000,44000,"W","approved"
178000,96000,"W","approved"
164000,59000,"W","approved"
30000,125000,"W","approved"
180000,114000,"W","denied"
1e+05,203000,"W","approved"
55000,22000,"W","approved"
10000,155000,"W","approved"
240000,73000,"W","approved"
437000,120000,"W","approved"
5e+05,139000,"W","denied"
572000,203000,"B","approved"
344000,118000,"W","approved"
90000,51000,"A","approved"
396000,140000,"W","denied"
96000,22000,"W","approved"
160000,98000,"W","approved"
207000,90000,"W","approved"
142000,67000,"B","denied"
226000,60000,"W","approved"
30000,85000,"W","approved"
233000,81000,"W","approved"
446000,208000,"B","approved"
352000,244000,"W","approved"
184000,47000,"W","approved"
368000,108000,"W","approved"
2e+05,115000,"W","approved"
220000,104000,"W","approved"
352000,135000,"W","approved"
338000,139000,"W","approved"
6e+05,165000,"O","denied"
132000,55000,"W","approved"
268000,65000,"W","approved"
715000,274000,"W","approved"
280000,103000,"W","denied"
212000,218000,"A","approved"
95000,96000,"W","approved"
94000,36000,"W","denied"
147000,137000,"W","approved"
318000,149000,"W","approved"
252000,86000,"W","approved"
1e+05,77000,"W","approved"
314000,159000,"W","approved"
210000,71000,"B","approved"
178000,82000,"W","approved"
340000,99000,"B","approved"
296000,75000,"W","approved"
246000,82000,"W","approved"
408000,138000,"W","approved"
274000,111000,"W","denied"
188000,154000,"W","approved"
160000,110000,"W","approved"
464000,133000,"W","approved"
520000,199000,"W","denied"
315000,123000,"W","approved"
320000,165000,"B","denied"
149000,36000,"W","approved"
312000,1e+05,"W","approved"
95000,96000,"B","approved"
351000,155000,"W","approved"
176000,71000,"W","approved"
275000,121000,"W","approved"
98000,82000,"B","approved"
395000,187000,"W","approved"
206000,64000,"W","approved"
346000,160000,"W","approved"
364000,108000,"A","approved"
445000,222000,"B","approved"
258000,303000,"W","approved"
134000,60000,"W","approved"
285000,129000,"W","approved"
148000,93000,"W","approved"
256000,124000,"W","approved"
354000,251000,"B","approved"
285000,85000,"W","approved"
248000,101000,"W","approved"
2e+05,127000,"B","approved"
174000,55000,"W","denied"
176000,55000,"W","approved"
132000,111000,"O","approved"
220000,66000,"W","approved"
25000,188000,"O","approved"
2e+05,24000,"W","approved"
199000,74000,"W","approved"
129000,36000,"W","approved"
90000,47000,"B","approved"
85000,23000,"W","approved"
262000,97000,"W","approved"
171000,40000,"W","approved"
392000,65000,"B","approved"
237000,90000,"B","approved"
60000,44000,"W","denied"
30000,146000,"W","approved"
89000,122000,"W","approved"
496000,146000,"W","approved"
482000,375000,"W","approved"
560000,336000,"W","approved"
318000,190000,"W","approved"
5e+05,206000,"W","approved"
348000,140000,"W","approved"
215000,46000,"B","approved"
420000,124000,"W","approved"
344000,168000,"W","approved"
450000,351000,"W","approved"
328000,78000,"W","approved"
209000,66000,"W","approved"
295000,96000,"W","denied"
240000,90000,"W","approved"
256000,173000,"W","approved"
309000,119000,"W","approved"
176000,28000,"W","approved"
226000,118000,"W","approved"
377000,110000,"W","approved"
335000,139000,"W","approved"
292000,42000,"W","approved"
306000,173000,"A","approved"
4e+05,118000,"W","approved"
144000,60000,"W","approved"
436000,188000,"W","approved"
140000,59000,"W","approved"
157000,84000,"W","approved"
20000,21000,"B","approved"
212000,55000,"W","denied"
215000,97000,"B","approved"
224000,242000,"W","denied"
176000,43000,"W","approved"
304000,138000,"W","approved"
351000,175000,"W","approved"
145000,40000,"A","approved"
362000,110000,"W","approved"
284000,160000,"W","approved"
380000,103000,"W","approved"
101000,41000,"B","approved"
292000,147000,"B","approved"
239000,60000,"W","approved"
45000,47000,"B","approved"
241000,103000,"W","approved"
285000,110000,"A","approved"
315000,136000,"W","approved"
184000,39000,"W","approved"
262000,116000,"W","approved"
218000,289000,"W","approved"
232000,75000,"W","approved"
262000,106000,"W","approved"
153000,179000,"W","approved"
155000,43000,"W","approved"
358000,157000,"W","approved"
390000,131000,"W","denied"
192000,51000,"W","denied"
186000,51000,"W","approved"
178000,39000,"W","denied"
182000,96000,"W","approved"
180000,50000,"W","approved"
168000,46000,"W","approved"
2e+05,126000,"W","approved"
256000,117000,"W","approved"
194000,47000,"W","approved"
163000,96000,"W","approved"
199000,50000,"B","denied"
307000,148000,"A","approved"
215000,60000,"W","approved"
224000,52000,"W","denied"
243000,99000,"W","denied"
416000,241000,"W","approved"
211000,70000,"W","approved"
88000,40000,"W","approved"
182000,135000,"W","approved"
347000,128000,"W","denied"
112000,50000,"B","approved"
221000,42000,"W","approved"
256000,97000,"O","denied"
273000,161000,"W","approved"
216000,356000,"W","approved"
2e+05,49000,"B","approved"
149000,61000,"W","approved"
178000,57000,"W","approved"
361000,124000,"W","approved"
144000,114000,"W","approved"
184000,30000,"W","approved"
162000,62000,"W","denied"
260000,77000,"W","approved"
167000,54000,"W","denied"
79000,31000,"W","approved"
498000,166000,"W","approved"
131000,119000,"W","approved"
226000,125000,"W","approved"
262000,85000,"W","approved"
308000,137000,"B","approved"
260000,105000,"W","approved"
179000,58000,"W","approved"
307000,173000,"W","approved"
309000,111000,"W","denied"
272000,145000,"W","approved"
227000,68000,"W","approved"
447000,99000,"W","approved"
352000,303000,"B","denied"
254000,79000,"W","approved"
2e+05,96000,"W","approved"
72000,37000,"W","approved"
80000,79000,"A","approved"
